name,square_meter,bedroom_no,price,street,area,district
"Cho thuê căn hộ Gold Season, quận Thanh Xuân, 2PN cực đẹp", 85 m,2 phòng ngủ, 13 triệu / tháng,Đường Nguyễn Tuân,Phường Thanh Xuân Trung,Quận Thanh Xuân
"Cho thuê chung cư Hồng Kông Tower, 126 m2 giá tốt", 126 m,3 phòng ngủ, 18 triệu / tháng,Đường Đê La Thành,Phường Láng Thượng,Quận Đống Đa
"Căn hộ cao cấp Thăng Long Number One, 180m2, 4PN cực đẹp cần cho thuê gấp", 180 m,4 phòng ngủ, 38 triệu / tháng,Đường Đại Lộ Thăng Long,Phường Mễ Trì,Quận Nam Từ Liêm
"Cho thuê căn hộ cao cấp ecolife Capitol 75m2, 2Pn giá tốt", 75 m,2 phòng ngủ, 12 triệu / tháng,Đường Tố Hữu,Phường Trung Văn,Quận Nam Từ Liêm
"Cho thuê chung cư 17T8 Hoàng Đạo Thúy, 120m2, 3Pn rẻ đẹp", 121 m,3 phòng ngủ, 11 triệu / tháng,Đường Hoàng Đạo Thúy,Phường Trung Hòa,Quận Cầu Giấy
"Cho thuê căn hộ chung cư CT4 Vimeco, Nguyễn Chánh, 124m2, 3 PN rẻ đẹp", 124 m,3 phòng ngủ, 15 triệu / tháng,Đường Nguyễn Chánh,Phường Trung Hòa,Quận Cầu Giấy
"Căn hộ Làng quốc tế Thăng Long 103m2, 2PN không gian xanh đủ tiện ích", 103 m,2 phòng ngủ, 13 triệu / tháng,Phố Trần Đăng Ninh,Phường Nghĩa Đô,Quận Cầu Giấy
"Căn hộ chung cư Ciputra, Tây Hồ 120m2, tầng trung view đẹp", 120 m,3 phòng ngủ, 18 triệu / tháng,Đường Võ Chí Công,Phường Phú Thượng,Quận Tây Hồ
"Cho thuê CHCC The Legend 109 Nguyễn Tuân,2PN nội thất đẹp kịch trần", 85 m,2 phòng ngủ, 13 triệu / tháng,Đường Nguyễn Tuân,Phường Thanh Xuân Trung,Quận Thanh Xuân
"Cho thuê chung cư Vinaconex 1 số 289A Khuất Duy Tiến, 148m2 rộng đẹp nhất", 148 m,3 phòng ngủ, 15 triệu / tháng,Đường Khuất Duy Tiến,Phường Trung Hòa,Quận Cầu Giấy
"Cho thuê chung cư Hà Nội Center Point 27 Lê Văn Lương, 2Pn full nội thất đẹp", 80 m,2 phòng ngủ, 13 triệu / tháng,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân
"Cho thuê chung cư 17T7 Hoàng Đạo Thúy, 3Pn full đồ rộng rãi", 120 m,3 phòng ngủ, 11 triệu / tháng,Đường Hoàng Đạo Thúy,Phường Trung Hòa,Quận Cầu Giấy
"Cho thuê chung cư C37 Bắc Hà, Tố Hữu, 120m2, 3PN full đồ đẹp", 120 m,2 phòng ngủ, 12 triệu / tháng,Đường Tố Hữu,Phường Trung Văn,Quận Nam Từ Liêm
Cho Thuê chung cư Việt Đức complex 39 Lê Văn Lương 90m2 3 Ngủ Nhà Mới 10tr/tháng, 90 m,2 phòng ngủ, 10 triệu / tháng,Đường Lê Văn Lương,Phường Thanh Xuân Trung,Quận Thanh Xuân
"Cho thuê chung cư 173 Xuân Thủy, 92m2, 2 PN full đồ đẹp chỉ 10tr", 90 m,2 phòng ngủ, 10 triệu / tháng,Đường Xuân Thủy,Phường Xuân Thủy,Quận Cầu Giấy
"Căn hộ The Garden Hill 99 Trần Bình có 2 phòng ngủ rộng, giá 11 triệu/tháng", 90 m,2 phòng ngủ, 11 triệu / tháng,Đường Trần Bình,Phường Mỹ Đình 2,Quận Nam Từ Liêm
"Cho thuê căn hộ starcity Lê Văn Lương 1PN-2PN-3PN, rẻ đẹp từ 10tr/tháng.", 58 m,3 phòng ngủ, 10 triệu / tháng,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân
"Cho thuê chung cư 24T2 Hoàng Đạo Thúy, 140m2, 3 PN full đồ view thoáng", 140 m,3 phòng ngủ, 13 triệu / tháng,Đường Hoàng Đạo Thúy,Phường Trung Hòa,Quận Cầu Giấy
"Cho thuê chung cư Royal City, Nguyễn Trãi 90m2, 2PN full nội thất cao cấp, view đẹp", 90 m,2 phòng ngủ, 16 triệu / tháng,Đường Nguyễn Trãi,Phường Thượng Đình,Quận Thanh Xuân
"Cho thuê căn hộ Hoàng Đạo Thúy, 128m2 3PN rộng đẹp,tầng trung yên tĩnh", 128 m,3 phòng ngủ, 13 triệu / tháng,Đường Hoàng Đạo Thúy,Phường Trung Hòa,Quận Cầu Giấy
"Cho thuê chung cư Centerpoint  110 Cầu Giấy, 2PN căn góc đẹp full đồ", 80 m,2 phòng ngủ, 14 triệu / tháng,Đường Cầu Giấy,Phường Quan Hoa,Quận Cầu Giấy
"Cho thuê căn hộ chung cư Hei Tower 3PN, 140m2, full đồ đẹp giá chỉ 14 tr", 140 m,3 phòng ngủ, 14 triệu / tháng,Phố Ngụy Như Kon Tum,Phường Nhân Chính,Quận Thanh Xuân
"Cho thuê chung cư Gold Season,47 Nguyễn Tuân, căn hộ mới, 2PN chỉ 12 tr", 70 m,2 phòng ngủ, 12 triệu / tháng,Đường Nguyễn Tuân,Phường Thanh Xuân Trung,Quận Thanh Xuân
"Căn hộ The Emerald CT8 Mỹ Đình, Nam Từ Liêm, 80m2 rẻ đẹp", 80 m,2 phòng ngủ, 12 triệu / tháng,Đường Mễ Trì,Phường Mễ Trì,Quận Nam Từ Liêm
"Căn hộ cao cấp golden palm - mặt đường lê văn lương, nội thất cao cấp, giá chỉ 14tr/tháng", 90 m,2 phòng ngủ, 14 triệu / tháng,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân
"Chung cư 35 Lê Văn Thiêm,110m2, 3PN rẻ đẹp nhất", 110 m,3 phòng ngủ," 11,5 triệu / tháng",Đường Lê Văn Thiêm,Phường Nhân Chính,Quận Thanh Xuân
"Cho thuê căn hộ D' Capital Trần Duy Hưng, 2 PN đẹp, nội thất nhập khẩu sang trọng.", 70 m,2 phòng ngủ, 15 triệu / tháng,Đường Trần Duy Hưng,Phường Trung Hòa,Quận Cầu Giấy
"Căn Hộ Vinhomes Sky Lake , 70m2, 2PN view hồ đẹp", 70 m,2 phòng ngủ, 17 triệu / tháng,Đường Phạm Hùng,Phường Mỹ Đình 1,Quận Nam Từ Liêm
"Căn hộ chung cư Golden West,Lê Văn Thiêm , 97m2  căn góc thoáng sáng tự nhiên", 120 m,2 phòng ngủ, 16 triệu / tháng,Đường Lê Văn Thiêm,Phường Nhân Chính,Quận Thanh Xuân
"Chung cư Golden Palace Mễ Trì, 120m2 view Kengnam đẹp", 120 m,2 phòng ngủ, 15 triệu / tháng,Đường Mễ Trì,Phường Mễ Trì,Quận Nam Từ Liêm
"Cho thuê căn hộ Starcity ,3PN, full đồ đẹp chỉ 14 tr/tháng", 112 m,3 phòng ngủ, 14 triệu / tháng,Đường Lê Văn Lương,Phường Thanh Xuân Trung,Quận Thanh Xuân
"Cho thuê chung cư 90 NGuyễn Tuân, 96m2, 3PN mới 100%", 96 m,2 phòng ngủ, 11 ngàn / tháng,Đường Nguyễn Tuân,Phường Thanh Xuân Trung,Quận Thanh Xuân
"Cho thuê chung cư cao cấp Discovery Complex, 99m2, 2 PN, mới 100%", 99 m,2 phòng ngủ, 13 triệu / tháng,Đường Cầu Giấy,Phường Dịch Vọng,Quận Cầu Giấy
"Cho thuê chung cư The Link Ciputra, 100m2, nội thất sang trọng", 100 m,3 phòng ngủ, 23 triệu / tháng,Đường Nguyễn Hoàng Tôn,Phường Phú Thượng,Quận Tây Hồ
"Cho thuê chung cư Roman Plaza Tố Hữu, mới 100% giá tốt", 76 m,2 phòng ngủ, 10 triệu / tháng,Đường Tố Hữu,Phường Đại Mỗ,Quận Nam Từ Liêm
"Căn hộ Roman Plaza Tố Hữu 110m² 3PN, view đẹp", 110 m,3 phòng ngủ, 14 triệu / tháng,Đường Tố Hữu,Phường Đại Mỗ,Quận Nam Từ Liêm
"Cho thuê chung cư Kosmo Tây Hồ, 110m2 3PN view đẹp", 110 m,3 phòng ngủ, 18 triệu / tháng,Đường Xuân La,Phường Xuân Tảo,Quận Bắc Từ Liêm
"Căn hộ Ecolife Tố Hữu 98m2 , phòng đẹp cao cấp,ĐT: 0355.638.729", 98 m,3 phòng ngủ, 14 triệu / tháng,Đường Tố Hữu,Phường Trung Văn,Quận Nam Từ Liêm
"Cho thuê căn hộ cao cấp quận Thanh Xuân,129m2, 3 PN,full đồ giá chỉ 14tr", 129 m,3 phòng ngủ, 12 triệu / tháng,Phố Nguyễn Huy Tưởng,Phường Thanh Xuân Trung,Quận Thanh Xuân
"Cho thuê CHDV 120m2, 2 phòng ngủ, đủ đồ giá 900$/th phố Bùi Thị Xuân, HBT", 120 m,2 phòng ngủ, 21 triệu / tháng,Phố Bùi Thị Xuân,Phường Bùi Thị Xuân,Quận Hai Bà Trưng
"LH ngay 0948435258. Cho thuê căn hộ dịch vụ đủ đồ phường Ngô Thì Nhậm, HBT", 110 m,2 phòng ngủ, 25 triệu / tháng,Đường Ngô Thì Nhậm,Phường Ngô Thì Nhậm,Quận Hai Bà Trưng
"Cho thuê CH chung cư Sun Grand City Thụy Khuê, 2PN, 93m2, full đồ, giá 22 tr/th.", 97 m,2 phòng ngủ, 226 ngàn / m,Đường Thụy Khuê,Phường Thụy Khuê,Quận Tây Hồ
"Cho thuê CHCC Aqua Central 44 Yên Phụ, 117m2, 3 PN full đồ đẹp giá 30tr/tháng", 117 m,3 phòng ngủ, 256 ngàn / m,Đường Yên Phụ,Phường Trúc Bạch,Quận Ba Đình
"Cần cho thuê CHCC Vinhomes Metropolis, 29 Liễu Giai, 50m2, 1PN, full đồ nhập 18tr/th", 50 m,1 phòng ngủ, 300 ngàn / m,Phố Liễu Giai,Phường Ngọc Khánh,Quận Ba Đình
Chính chủ cho thuê căn hộ 3PN full đồ giá 34tr, 125 m,3 phòng ngủ, 272 ngàn / m,Đường Thụy Khuê,Phường Thụy Khuê,Quận Tây Hồ
BQL cho thuê CC Vinhomes Metropolis giá tốt nhất thị trường từ 15tr/th, 50 m,1 phòng ngủ, 300 ngàn / m,Phố Liễu Giai,Phường Ngọc Khánh,Quận Ba Đình
"Cần cho thuê căn hộ chung cư 1 PN tại Dự án Sun Grand City, Tây Hồ, Hà Nội", 50 m,1 phòng ngủ, 300 ngàn / m,Đường Thụy Khuê,Phường Thụy Khuê,Quận Tây Hồ
"cho thuê CHCC Vinhome Metropolis 29 Liễu Giai 130m2, 3PN, giá 28tr/th", 130 m,3 phòng ngủ, 280 ngàn / tháng,Đường Thụy Khuê,Phường Thụy Khuê,Quận Tây Hồ
"Cho thuê căn hộ 2PN tại Vinhomes Metropolis tòa M2 full đồ 76m2, giá 23tr/th.", 76 m,2 phòng ngủ, 302 ngàn / m,Đường Thụy Khuê,Phường Thụy Khuê,Quận Tây Hồ
"Quản lý cho thuê chung cư Sun Square, 2 - 3PN, cơ bản-full đồ, từ 10tr/th", 80 m,2 phòng ngủ, 10 triệu / tháng,Đường Lê Đức Thọ,Phường Mỹ Đình 2,Quận Nam Từ Liêm
"Cho thuê CC HH1 đường Dương Đình Nghệ: 98m2, 2PN full đồ giá 10 triệu vào ở ngay", 98 m,2 phòng ngủ, 10 triệu / tháng,Phố Dương Đình Nghệ,Phường Yên Hòa,Quận Cầu Giấy
"Xem nhà 24/7-Cho thuê chung cư Handi Resco ngã 4 Lê Văn Lương,2PN 70m2 full 12 triệu/th", 70 m,2 phòng ngủ, 12 triệu / tháng,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân
"Cho thuê CHCC cao cấp FLC Twin Tower 265 Cầu Giấy, 97m2, 2PN, 2VS, đồ CB giá 12tr/th.", 97 m,2 phòng ngủ, 12 triệu / tháng,Đường Cầu Giấy,Phường Dịch Vọng,Quận Cầu Giấy
"Cho thuê chung cư Center point 110 Cầu Giấy 75m2, 2 ngủ, đầy đủ nội thất 14 tr/th", 75 m,2 phòng ngủ, 14 triệu / tháng,Đường Cầu Giấy,Phường Quan Hoa,Quận Cầu Giấy
"Cho thuê chung cư Bohemia Nguyễn Huy Tưởng, 80m2, 2 ngủ, đầy đủ nội thất 13 tr/th", 80 m,2 phòng ngủ, 13 triệu / tháng,Phố Nguyễn Huy Tưởng,Phường Thanh Xuân Trung,Quận Thanh Xuân
"Xem 24/7- Q/Lý Cho thuê CC 90 Nguyễn Tuân 2 - 3 PN, full đồ - cơ bản giá chỉ 8 tr/th", 75 m,2 phòng ngủ, 8 triệu / tháng,Đường Nguyễn Tuân,Phường Thanh Xuân Trung,Quận Thanh Xuân
"Chính chủ cho thuê CC Center point 110 Cầu Giấy 75m2, 2 ngủ, đầy đủ nội thất 15 tr/th", 75 m,2 phòng ngủ, 15 triệu / tháng,Đường Cầu Giấy,Phường Quan Hoa,Quận Cầu Giấy
"Xem nhà 24/7-Cho thuê gấp CHCC 71 Nguyễn Chí Thanh 130m2, 3PN full đồ, giá chỉ 13tr/th.", 130 m,3 phòng ngủ, 13 triệu / tháng,Đường Nguyễn Chí Thanh,Phường Láng Thượng,Quận Đống Đa
"Cho thuê căn hộ chung cư Golden West, 3 phòng ngủ, full đồ đẹp 14tr/th.", 100 m,3 phòng ngủ, 14 triệu / tháng,Phố Lê Văn Thiêm,Phường Nhân Chính,Quận Thanh Xuân
"BQL cho thuê CC Bohemia Nguyễn Huy Tưởng 2, 3 PN, full, ĐCB chỉ 10tr/th.", 90 m,2 phòng ngủ, 10 triệu / tháng,Phố Nguyễn Huy Tưởng,Phường Thanh Xuân Trung,Quận Thanh Xuân
"Cho thuê chung cư Riverside Garden 349 Vũ Tông Phan, 2 PN full đồ, giá chỉ từ 11 tr/th", 70 m,2 phòng ngủ, 11 triệu / tháng,Phố Vũ Tông Phan,Phường Khương Đình,Quận Thanh Xuân
Xem nhà 24/7- BQL cho thuê CC Cầu Giấy Center Point gồm 1 - 2PN - 3PN  chỉ từ 10 tr/th, 50 m,2 phòng ngủ, 10 triệu / tháng,Đường Cầu Giấy,Phường Quan Hoa,Quận Cầu Giấy
"Xem nhà 24/7- Cho thuê chung cư The Garen Hill 110m2, 3PN, full đồ 14tr/th", 110 m,3 phòng ngủ, 14 triệu / tháng,Đường Trần Bình,Phường Mỹ Đình 2,Quận Nam Từ Liêm
xem nhà 24/7 - BQL cho thuê CC Cầu Giấy Center Point gồm 1 - 2PN - 3PN chỉ từ 10 tr/th, 75 m,2 phòng ngủ, 10 triệu / tháng,Đường Cầu Giấy,Phường Quan Hoa,Quận Cầu Giấy
"Cho thuê căn CC Việt Đức Complex, 39 Lê Văn Lương, 3PN, ful-cơ bản, chỉ 13 tr/th.", 110 m,3 phòng ngủ, 13 triệu / tháng,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân
"Cho thuê gấp căn hộ CC 60B Nguyễn Huy Tưởng 2PN full nội thất, 11 triệu/tháng", 80 m,2 phòng ngủ, 11 triệu / tháng,Phố Nguyễn Huy Tưởng,Phường Thanh Xuân Trung,Quận Thanh Xuân
"BQL cho thuê căn hộ FLC Green Home 18 Phạm Hùng 2-3PN, full,không đồ giá từ 6tr/th.", 45 m,2 phòng ngủ, 6 triệu / tháng,Đường Phạm Hùng,Phường Mỹ Đình 2,Quận Nam Từ Liêm
"BQL cho thuê CC Center Point gồm 1 - 2PN - 3PN, full, cơ bản, giá 10 tr/tháng.", 64 m,2 phòng ngủ, 10 triệu / tháng,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân
"Quản lý Cho thuê căn hộ chung cư The Sun Mễ Trì 2-3PN, giá chỉ 10tr/th  LH: 0972.699.780", 80 m,2 phòng ngủ, 10 triệu / tháng,Đường Mễ Trì,Phường Mễ Trì,Quận Nam Từ Liêm
Cho thuê căn hộ Star City - 81 Lê Văn Lương. Giá 11 triệu. LH 0972.699.780, 50 m,1 phòng ngủ, 11 triệu / tháng,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân
"BQL cho thuê CHCCCC HD MON city 3PN,đủ đồ,12,5tr/tháng, vào ở ngay.LH: 0972.699.780", 86 m,3 phòng ngủ," 12,5 triệu / tháng",Đường Hàm Nghi,Phường Mỹ Đình 2,Quận Nam Từ Liêm
Cho thuê căn hộ chung cư Tòa 17T6 Trung Hòa Nhân Chính. Giá 12.5 triệu. LH 0972.699.780., 115 m,2 phòng ngủ," 12,5 triệu / tháng",Đường Hoàng Đạo Thúy,Phường Trung Hòa,Quận Cầu Giấy
Cho thuê căn hộ chung cư Hapulico - Vũ Trọng Phụng. Giá 12 triệu. LH 0972.699.780, 110 m,2 phòng ngủ, 12 triệu / tháng,Đường Vũ Trọng Phụng,Phường Thanh Xuân Trung,Quận Thanh Xuân
"Chính chủ cần cho thuê gấp CHCCCC HD Mon city 3PN, full đồ, giá 12,5tr/tháng,vào ở ngay", 86 m,3 phòng ngủ," 12,5 triệu / tháng",Đường Hàm Nghi,Phường Mỹ Đình 2,Quận Nam Từ Liêm
Chính chủ cần cho thuê gấp CH CCCC  Mỹ Đình Sông Đà. Giá 12 tr. LH 0972.699.780, 60 m,2 phòng ngủ, 12 triệu / tháng,Đường Mễ Trì,Phường Mỹ Đình 1,Quận Nam Từ Liêm
Cho thuê gấp căn hộ chung cư cao cấp Eco Green 286 Nguyễn Xiển. Giá 11 tr. LH 0972.699.780, 75 m,2 phòng ngủ, 11 triệu / tháng,Đường Nguyễn Xiển,Xã Tân Triều,Huyện Thanh Trì
Cho thuê gấp căn hộ chung cư 57 Vũ Trọng Phụng. Giá 9.5 triệu. LH 0972.699.780, 90 m,2 phòng ngủ," 9,5 triệu / tháng",Đường Vũ Trọng Phụng,Phường Thanh Xuân Trung,Quận Thanh Xuân
"Cho thuê chung cư Mulbery Lane 120m2, 3 phòng ngủ, full đồ đẹp 11,5 triệu/th, 0972.699.780", 120 m,3 phòng ngủ," 11,5 triệu / tháng",Đường Mỗ Lao,Phường Mộ Lao,Quận Hà Đông
"Xem nhà 24/7 - Cho thuê chung cư Seasons Avenue, 2PN, full đô,11 triệu/th - 0972.699.780", 70 m,2 phòng ngủ, 11 triệu / tháng,Đường Mỗ Lao,Phường Mộ Lao,Quận Hà Đông
"(0972.699.780) Cho thuê CH chung cư StarTower Dương Đình Nghệ,Cầu Giấy 2PN,full đồ 12tr/th", 100 m,2 phòng ngủ, 12 triệu / tháng,Phố Dương Đình Nghệ,Phường Yên Hòa,Quận Cầu Giấy
"Cho thuê căn hộ CCCC  Hapulico 81 vũ trọng phụng, 3PN,full đồ,14tr/tháng.LH:0972.699.780", 100 m,3 phòng ngủ, 14 triệu / tháng,Đường Vũ Trọng Phụng,Phường Thanh Xuân Trung,Quận Thanh Xuân
"Chính chủ cần cho thuê gấp căn hộ cao cấp 173 Xuân thủy,3PN,đủ đồ, 12tr/tháng", 100 m,3 phòng ngủ, 12 triệu / tháng,Đường Xuân Thủy,Phường Xuân Thủy,Quận Cầu Giấy
"BQL tòa nhà cho thuê căn hộ chung cư Mullberry lane Mỗ Lao 2PN,3PN,dcb,9tr/tháng", 70 m,2 phòng ngủ, 9 triệu / tháng,Đường Mỗ Lao,Phường Mộ Lao,Quận Hà Đông
"cho thuê gấp căn hộ chung cư cao cấp Season Avenue, Mỗ Lao, 2PN,full đồ,12tr/tháng", 70 m,2 phòng ngủ, 12 triệu / tháng,Đường Mỗ Lao,Phường Mộ Lao,Quận Hà Đông
"Chính chủ cần cho thuê gấp căn hộ chung cư Handi Resco Lê Văn Lương,2PN,Full đồ,Giá 12,5tr", 70 m,2 phòng ngủ," 12,5 triệu / tháng",Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân
"Chính chủ cần cho thuê căn hộ chung cư Chelsea Park, 2 PN, full đồ. Giá 12 triệu.", 100 m,2 phòng ngủ, 12 triệu / tháng,Phố Trung Kính,Phường Yên Hòa,Quận Cầu Giấy
"Cho thuê căn hộ chung cư cao cấp FLC Complex 36 Phạm Hùng, 2PN, full đồ. Giá 12.5 triệu.", 70 m,2 phòng ngủ," 12,5 triệu / tháng",Đường Phạm Hùng,Phường Mỹ Đình 2,Quận Nam Từ Liêm
"Chính chủ cần cho thuê gấp căn hộ chung cư Center Point 27 Lê Văn Lương. 2PN, giá 11 triệu", 70 m,2 phòng ngủ, 11 triệu / tháng,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân
"Chính chủ cần cho thuê gấp căn hộ 2PN chung cư Mulberry Lane, full nội thất, giá 10tr/th", 100 m,2 phòng ngủ, 10 triệu / tháng,Đường Mỗ Lao,Phường Mộ Lao,Quận Hà Đông
"Cho thuê căn hộ chung cư Haniresco Lê Văn Lương, 3PN, đồ cơ bản,vào ngay.", 105 m,3 phòng ngủ, 12 triệu / tháng,Đường Lê Văn Lương,Phường Nhân Chính,Quận Thanh Xuân
"cho thuê căn hộ chung cư cao cấp chung cư Ecolife Capitol,1PN full đồ,vào ngay", 49 m,1 phòng ngủ, 9 triệu / tháng,Đường Tố Hữu,Phường Trung Văn,Quận Nam Từ Liêm
"Cho thuê căn hộ chung cư Mỹ Đình Plaza 2, 2PN, đồ cơ bản, giá 9 triệu.", 76 m,2 phòng ngủ, 9 triệu / tháng,Đường Nguyễn Hoàng,Phường Mỹ Đình 2,Quận Nam Từ Liêm
"Cho thuê căn hộ chung cư cao cấp M3 - M4 Nguyễn Chính Thanh, 3PN, full đồ, giá 14 triệu.", 120 m,3 phòng ngủ, 14 triệu / tháng,Đường Nguyễn Chí Thanh,Phường Láng Hạ,Quận Đống Đa
"Ban quản lý cho thuê căn hộ chung cư cc Vimeco Nguyễn Chánh, 2PN, full đồ. Giá 11tr/tháng", 95 m,2 phòng ngủ, 11 triệu / tháng,Đường Nguyễn Chánh,Phường Trung Hòa,Quận Cầu Giấy
"Ban quản lý tòa nhà cho thuê căn hộ chung cư 17T1 Hoàng Đạo Thúy,2PN,dcb,12tr/tháng", 120 m,2 phòng ngủ, 12 triệu / tháng,Đường Hoàng Đạo Thúy,Phường Trung Hòa,Quận Cầu Giấy
"""0972.699.780""Xem nhà 24/7 - Cho thuê chung cư Seasons Avenue, 2PN, 3PN,giá chỉ từ 9tr/th", 70 m,2 phòng ngủ, 9 triệu / tháng,Đường Mỗ Lao,Phường Mộ Lao,Quận Hà Đông
"Cho thuê căn hộ chung cư Mỹ đình Plaza 1, 2PN, đồ cơ bản. Giá 9tr/tháng. LH 0972.699.780", 86 m,2 phòng ngủ, 9 triệu / tháng,Đường Trần Bình,Phường Mỹ Đình 2,Quận Nam Từ Liêm
"""0972.699.780"" Cho thuê gấp CHCC Mỹ Đình Sông Đà, 2PN, full đồ đẹp, 12 triệu", 80 m,2 phòng ngủ, 12 triệu / tháng,Đường Mễ Trì,Phường Mỹ Đình 1,Quận Nam Từ Liêm
"""0972.699.780"" Cho thuê căn hộ chung cư Trung Hòa Nhân Chính, 3pn,full đồ, giá 12tr/tháng,", 120 m,3 phòng ngủ, 12 triệu / tháng,Đường Hoàng Đạo Thúy,Phường Trung Hòa,Quận Cầu Giấy
"""0972.699.780"" Cho thuê căn hộ chung cư Gold season 47 Nguyễn Tuân,2PN,3PN, giá chỉ từ 9tr", 65 m,2 phòng ngủ, 9 triệu / tháng,Đường Nguyễn Tuân,Phường Thanh Xuân Trung,Quận Thanh Xuân
"Cho thuê căn hộ chung cư cao cấp FLC Complex 36 Phạm Hùng, 3PN, giá 15 triệu. LH 0972.699.", 110 m,3 phòng ngủ, 15 triệu / tháng,Đường Phạm Hùng,Phường Mỹ Đình 2,Quận Nam Từ Liêm
"Cho thuê căn hộ chung cư Riverside Garden, 3PN, đồ CB. Giá 12tr/tháng. LH 0978.699.780", 85 m,3 phòng ngủ, 12 triệu / tháng,Phố Vũ Tông Phan,Phường Khương Đình,Quận Thanh Xuân
"Cho thuê gấp căn hộ chung cư Vimeco Nguyễn Chánh, 3PN. Giá 14.5tr. LH 0972.699.780", 160 m,2 phòng ngủ," 14,5 triệu / tháng",Đường Nguyễn Chánh,Phường Trung Hòa,Quận Cầu Giấy
"CC cần cho thuê gấp CH chung cư Imperia Garden 203 Nguyễn Huy Tưởng, 3PN,full đồ. Giá 18tr", 115 m,3 phòng ngủ, 18 triệu / tháng,Phố Nguyễn Huy Tưởng,Phường Thanh Xuân Trung,Quận Thanh Xuân
"""0972.699.780"" Cho thuê gấp CCCC Thăng Long Tower 99 Mạc Thái Tổ,3pn,dcb,13tr/th.", 115 m,3 phòng ngủ, 13 triệu / tháng,Đường Mạc Thái Tổ,Phường Yên Hòa,Quận Cầu Giấy
"Chuyên thuê căn hộ Yên Hòa Park View (E4 Vũ Phạm Hàm), vào ở ngay, LH: 0972 699 780", 76 m,2 phòng ngủ, 10 triệu / tháng,Phố Vũ Phạm Hàm,Phường Yên Hòa,Quận Cầu Giấy
